side	eta	phi	depth	dphi	det	RBX	wedge	rm	BV/pix	card	QIE	rm_fib	fib_ch	pp/col	pp/row	pp coupler	pp/LC	dodec	crate	uhtr	uhtr_fib	fedid
1	24	65	1	2	ngHE	HEP17	17	4	4	1	10	2	3	1	4	HEP17 RM4A	2	8	34	12	19	1114
1	19	66	4	1	ngHE	HEP17	17	4	15	1	11	2	4	1	4	HEP17 RM4A	2	8	34	12	19	1114
1	26	65	1	2	ngHE	HEP17	17	4	3	1	12	2	5	1	4	HEP17 RM4A	2	8	34	12	19	1114
1	24	65	6	2	ngHE	HEP17	17	4	45	2	1	3	0	1	4	HEP17 RM4A	3	9	34	12	20	1114
1	26	65	4	2	ngHE	HEP17	17	4	31	2	2	3	1	1	4	HEP17 RM4A	3	9	34	12	20	1114
1	20	66	5	1	ngHE	HEP17	17	4	39	2	3	3	2	1	4	HEP17 RM4A	3	9	34	12	20	1114
1	22	65	6	2	ngHE	HEP17	17	4	46	2	4	3	3	1	4	HEP17 RM4A	3	9	34	12	20	1114
1	24	65	4	2	ngHE	HEP17	17	4	32	2	5	3	4	1	4	HEP17 RM4A	3	9	34	12	20	1114
1	20	66	6	1	ngHE	HEP17	17	4	47	2	6	3	5	1	4	HEP17 RM4A	3	9	34	12	20	1114
1	18	66	1	1	ngHE	HEP17	17	4	8	2	7	4	0	1	4	HEP17 RM4A	4	10	34	11	21	1114
1	18	66	4	1	ngHE	HEP17	17	4	16	2	8	4	1	1	4	HEP17 RM4A	4	10	34	11	21	1114
1	18	66	5	1	ngHE	HEP17	17	4	14	2	9	4	2	1	4	HEP17 RM4A	4	10	34	11	21	1114
1	17	66	3	1	ngHE	HEP17	17	4	13	2	10	4	3	1	4	HEP17 RM4A	4	10	34	11	21	1114
1	28	65	4	2	ngHE	HEP17	17	4	30	2	11	4	4	1	4	HEP17 RM4A	4	10	34	11	21	1114
1	18	66	3	1	ngHE	HEP17	17	4	29	2	12	4	5	1	4	HEP17 RM4A	4	10	34	11	21	1114
1	28	65	7	2	ngHE	HEP17	17	4	41	3	1	5	0	2	4	HEP17 RM4B	1	11	34	11	22	1114
1	28	65	3	2	ngHE	HEP17	17	4	33	3	2	5	1	2	4	HEP17 RM4B	1	11	34	11	22	1114
1	28	65	5	2	ngHE	HEP17	17	4	35	3	3	5	2	2	4	HEP17 RM4B	1	11	34	11	22	1114
1	28	65	6	2	ngHE	HEP17	17	4	43	3	4	5	3	2	4	HEP17 RM4B	1	11	34	11	22	1114
1	26	65	7	2	ngHE	HEP17	17	4	42	3	5	5	4	2	4	HEP17 RM4B	1	11	34	11	22	1114
1	28	65	2	2	ngHE	HEP17	17	4	18	3	6	5	5	2	4	HEP17 RM4B	1	11	34	11	22	1114
1	22	65	5	2	ngHE	HEP17	17	4	38	3	7	6	0	2	4	HEP17 RM4B	2	10	34	12	21	1114
1	24	65	5	2	ngHE	HEP17	17	4	37	3	8	6	1	2	4	HEP17 RM4B	2	10	34	12	21	1114
1	26	65	6	2	ngHE	HEP17	17	4	44	3	9	6	2	2	4	HEP17 RM4B	2	10	34	12	21	1114
1	26	65	5	2	ngHE	HEP17	17	4	36	3	10	6	3	2	4	HEP17 RM4B	2	10	34	12	21	1114
1	19	66	3	1	ngHE	HEP17	17	4	28	3	11	6	4	2	4	HEP17 RM4B	2	10	34	12	21	1114
1	26	65	3	2	ngHE	HEP17	17	4	34	3	12	6	5	2	4	HEP17 RM4B	2	10	34	12	21	1114
1	29	65	1	2	ngHE	HEP17	17	4	1	4	1	7	0	2	4	HEP17 RM4B	3	12	34	11	23	1114
1	28	65	1	2	ngHE	HEP17	17	4	2	4	2	7	1	2	4	HEP17 RM4B	3	12	34	11	23	1114
1	18	66	2	1	ngHE	HEP17	17	4	10	4	3	7	2	2	4	HEP17 RM4B	3	12	34	11	23	1114
1	17	66	2	1	ngHE	HEP17	17	4	11	4	4	7	3	2	4	HEP17 RM4B	3	12	34	11	23	1114
1	16	66	3	1	ngHE	HEP17	17	4	12	4	5	7	4	2	4	HEP17 RM4B	3	12	34	11	23	1114
1	29	65	2	2	ngHE	HEP17	17	4	17	4	6	7	5	2	4	HEP17 RM4B	3	12	34	11	23	1114
1	19	66	2	1	ngHE	HEP17	17	4	9	4	7	8	0	2	4	HEP17 RM4B	4	11	34	12	22	1114
1	20	66	3	1	ngHE	HEP17	17	4	27	4	8	8	1	2	4	HEP17 RM4B	4	11	34	12	22	1114
1	22	65	3	2	ngHE	HEP17	17	4	26	4	9	8	2	2	4	HEP17 RM4B	4	11	34	12	22	1114
1	24	65	3	2	ngHE	HEP17	17	4	25	4	10	8	3	2	4	HEP17 RM4B	4	11	34	12	22	1114
1	24	65	2	2	ngHE	HEP17	17	4	20	4	11	8	4	2	4	HEP17 RM4B	4	11	34	12	22	1114
1	26	65	2	2	ngHE	HEP17	17	4	19	4	12	8	5	2	4	HEP17 RM4B	4	11	34	12	22	1114
